submitted,stats.views,stats.version_views,stats.version_unique_views,stats.version_unique_downloads,stats.version_downloads,stats.unique_views,stats.unique_downloads,stats.downloads,revision,recid,id,conceptrecid,updated,state,owners,modified,metadata.title,metadata.resource_type.type,metadata.resource_type.title,metadata.relations.version,metadata.license.id,metadata.doi,metadata.creators,metadata.access_right,links.versions,links.self_iiif_sequence,source,collected_at,CoapplicantIncome,ApplicantIncome,LoanAmount,Credit_History,Property_Area,Loan_ID,Education,Married,Gender,Dependents,Self_Employed
,,,,,,,,,,,,,,,,,,,,,,,,,,,hf:LoanApprovalPrediction,2026-03-29_00-43,0.0,3244.0,80.0,1.0,Urban,LP001693,Graduate,No,Female,0,No
,,,,,,,,,,,,,,,,,,,,,,,,,,,hf:LoanApprovalPrediction,2026-03-29_00-43,2531.0,3975.0,55.0,1.0,Rural,LP001698,Not Graduate,No,Male,0,No
,,,,,,,,,,,,,,,,,,,,,,,,,,,hf:LoanApprovalPrediction,2026-03-29_00-43,0.0,2479.0,59.0,1.0,Urban,LP001699,Graduate,No,Male,0,No
,,,,,,,,,,,,,,,,,,,,,,,,,,,hf:LoanApprovalPrediction,2026-03-29_00-43,0.0,3418.0,127.0,1.0,Semiurban,LP001702,Graduate,No,Male,0,No
,,,,,,,,,,,,,,,,,,,,,,,,,,,hf:LoanApprovalPrediction,2026-03-29_00-43,0.0,10000.0,214.0,1.0,Semiurban,LP001708,Graduate,No,Female,0,No
,,,,,,,,,,,,,,,,,,,,,,,,,,,hf:LoanApprovalPrediction,2026-03-29_00-43,1250.0,3430.0,128.0,0.0,Semiurban,LP001711,Graduate,Yes,Male,3+,No
,,,,,,,,,,,,,,,,,,,,,,,,,,,hf:LoanApprovalPrediction,2026-03-29_00-43,0.0,7787.0,240.0,1.0,Urban,LP001713,Graduate,Yes,Male,1,Yes
,,,,,,,,,,,,,,,,,,,,,,,,,,,hf:LoanApprovalPrediction,2026-03-29_00-43,0.0,5703.0,130.0,1.0,Rural,LP001715,Not Graduate,Yes,Male,3+,Yes
,,,,,,,,,,,,,,,,,,,,,,,,,,,hf:LoanApprovalPrediction,2026-03-29_00-43,3021.0,3173.0,137.0,1.0,Urban,LP001716,Graduate,Yes,Male,0,No
,,,,,,,,,,,,,,,,,,,,,,,,,,,hf:LoanApprovalPrediction,2026-03-29_00-43,983.0,3850.0,100.0,1.0,Semiurban,LP001720,Not Graduate,Yes,Male,3+,No
,,,,,,,,,,,,,,,,,,,,,,,,,,,hf:LoanApprovalPrediction,2026-03-29_00-43,1800.0,150.0,135.0,1.0,Rural,LP001722,Graduate,Yes,Male,0,No
,,,,,,,,,,,,,,,,,,,,,,,,,,,hf:LoanApprovalPrediction,2026-03-29_00-43,1775.0,3727.0,131.0,1.0,Semiurban,LP001726,Graduate,Yes,Male,0,No
,,,,,,,,,,,,,,,,,,,,,,,,,,,hf:LoanApprovalPrediction,2026-03-29_00-43,0.0,5000.0,72.0,0.0,Semiurban,LP001732,Graduate,Yes,Male,2,
,,,,,,,,,,,,,,,,,,,,,,,,,,,hf:LoanApprovalPrediction,2026-03-29_00-43,2383.0,4283.0,127.0,,Semiurban,LP001734,Graduate,Yes,Female,2,No
,,,,,,,,,,,,,,,,,,,,,,,,,,,hf:LoanApprovalPrediction,2026-03-29_00-43,0.0,2221.0,60.0,0.0,Urban,LP001736,Graduate,Yes,Male,0,No
,,,,,,,,,,,,,,,,,,,,,,,,,,,hf:LoanApprovalPrediction,2026-03-29_00-43,1717.0,4009.0,116.0,1.0,Semiurban,LP001743,Graduate,Yes,Male,2,No
,,,,,,,,,,,,,,,,,,,,,,,,,,,hf:LoanApprovalPrediction,2026-03-29_00-43,2791.0,2971.0,144.0,1.0,Semiurban,LP001744,Graduate,No,Male,0,No
,,,,,,,,,,,,,,,,,,,,,,,,,,,hf:LoanApprovalPrediction,2026-03-29_00-43,1010.0,7578.0,175.0,1.0,Semiurban,LP001749,Graduate,Yes,Male,0,No
,,,,,,,,,,,,,,,,,,,,,,,,,,,hf:LoanApprovalPrediction,2026-03-29_00-43,0.0,6250.0,128.0,1.0,Semiurban,LP001750,Graduate,Yes,Male,0,No
,,,,,,,,,,,,,,,,,,,,,,,,,,,hf:LoanApprovalPrediction,2026-03-29_00-43,0.0,3250.0,170.0,1.0,Rural,LP001751,Graduate,Yes,Male,0,No
,,,,,,,,,,,,,,,,,,,,,,,,,,,hf:LoanApprovalPrediction,2026-03-29_00-43,0.0,4735.0,138.0,1.0,Urban,LP001754,Not Graduate,Yes,Male,,Yes
,,,,,,,,,,,,,,,,,,,,,,,,,,,hf:LoanApprovalPrediction,2026-03-29_00-43,1695.0,6250.0,210.0,1.0,Semiurban,LP001758,Graduate,Yes,Male,2,No
,,,,,,,,,,,,,,,,,,,,,,,,,,,hf:LoanApprovalPrediction,2026-03-29_00-43,0.0,4758.0,158.0,1.0,Semiurban,LP001760,Graduate,,Male,,No
,,,,,,,,,,,,,,,,,,,,,,,,,,,hf:LoanApprovalPrediction,2026-03-29_00-43,0.0,6400.0,200.0,1.0,Rural,LP001761,Graduate,No,Male,0,Yes
,,,,,,,,,,,,,,,,,,,,,,,,,,,hf:LoanApprovalPrediction,2026-03-29_00-43,2054.0,2491.0,104.0,1.0,Semiurban,LP001765,Graduate,Yes,Male,1,No
,,,,,,,,,,,,,,,,,,,,,,,,,,,hf:LoanApprovalPrediction,2026-03-29_00-43,0.0,3716.0,42.0,1.0,Rural,LP001768,Graduate,Yes,Male,0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,hf:LoanApprovalPrediction,2026-03-29_00-43,2598.0,3189.0,120.0,1.0,Rural,LP001770,Not Graduate,No,Male,0,No
,,,,,,,,,,,,,,,,,,,,,,,,,,,hf:LoanApprovalPrediction,2026-03-29_00-43,0.0,8333.0,280.0,1.0,Semiurban,LP001776,Graduate,No,Female,0,No
,,,,,,,,,,,,,,,,,,,,,,,,,,,hf:LoanApprovalPrediction,2026-03-29_00-43,1779.0,3155.0,140.0,1.0,Semiurban,LP001778,Graduate,Yes,Male,1,No
,,,,,,,,,,,,,,,,,,,,,,,,,,,hf:LoanApprovalPrediction,2026-03-29_00-43,1260.0,5500.0,170.0,1.0,Rural,LP001784,Graduate,Yes,Male,1,No
,,,,,,,,,,,,,,,,,,,,,,,,,,,hf:LoanApprovalPrediction,2026-03-29_00-43,0.0,5746.0,255.0,,Urban,LP001786,Graduate,Yes,Male,0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,hf:LoanApprovalPrediction,2026-03-29_00-43,0.0,3463.0,122.0,,Urban,LP001788,Graduate,No,Female,0,Yes
,,,,,,,,,,,,,,,,,,,,,,,,,,,hf:LoanApprovalPrediction,2026-03-29_00-43,0.0,3812.0,112.0,1.0,Rural,LP001790,Graduate,No,Female,1,No
,,,,,,,,,,,,,,,,,,,,,,,,,,,hf:LoanApprovalPrediction,2026-03-29_00-43,0.0,3315.0,96.0,1.0,Semiurban,LP001792,Graduate,Yes,Male,1,No
,,,,,,,,,,,,,,,,,,,,,,,,,,,hf:LoanApprovalPrediction,2026-03-29_00-43,5000.0,5819.0,120.0,1.0,Rural,LP001798,Graduate,Yes,Male,2,No
,,,,,,,,,,,,,,,,,,,,,,,,,,,hf:LoanApprovalPrediction,2026-03-29_00-43,1983.0,2510.0,140.0,1.0,Urban,LP001800,Not Graduate,Yes,Male,1,No
,,,,,,,,,,,,,,,,,,,,,,,,,,,hf:LoanApprovalPrediction,2026-03-29_00-43,5701.0,2965.0,155.0,1.0,Urban,LP001806,Graduate,No,Male,0,No
,,,,,,,,,,,,,,,,,,,,,,,,,,,hf:LoanApprovalPrediction,2026-03-29_00-43,1300.0,6250.0,108.0,1.0,Rural,LP001807,Graduate,Yes,Male,2,Yes
,,,,,,,,,,,,,,,,,,,,,,,,,,,hf:LoanApprovalPrediction,2026-03-29_00-43,4417.0,3406.0,123.0,1.0,Semiurban,LP001811,Not Graduate,Yes,Male,0,No
,,,,,,,,,,,,,,,,,,,,,,,,,,,hf:LoanApprovalPrediction,2026-03-29_00-43,4333.0,6050.0,120.0,1.0,Urban,LP001813,Graduate,No,Male,0,Yes
,,,,,,,,,,,,,,,,,,,,,,,,,,,hf:LoanApprovalPrediction,2026-03-29_00-43,0.0,9703.0,112.0,1.0,Urban,LP001814,Graduate,Yes,Male,2,No
,,,,,,,,,,,,,,,,,,,,,,,,,,,hf:LoanApprovalPrediction,2026-03-29_00-43,0.0,6608.0,137.0,1.0,Urban,LP001819,Not Graduate,Yes,Male,1,No
,,,,,,,,,,,,,,,,,,,,,,,,,,,hf:LoanApprovalPrediction,2026-03-29_00-43,1843.0,2882.0,123.0,1.0,Semiurban,LP001824,Graduate,Yes,Male,1,No
,,,,,,,,,,,,,,,,,,,,,,,,,,,hf:LoanApprovalPrediction,2026-03-29_00-43,1868.0,1809.0,90.0,1.0,Urban,LP001825,Graduate,Yes,Male,0,No
,,,,,,,,,,,,,,,,,,,,,,,,,,,hf:LoanApprovalPrediction,2026-03-29_00-43,3890.0,1668.0,201.0,0.0,Semiurban,LP001835,Not Graduate,Yes,Male,0,No
,,,,,,,,,,,,,,,,,,,,,,,,,,,hf:LoanApprovalPrediction,2026-03-29_00-43,0.0,3427.0,138.0,1.0,Urban,LP001836,Graduate,No,Female,2,No
,,,,,,,,,,,,,,,,,,,,,,,,,,,hf:LoanApprovalPrediction,2026-03-29_00-43,2167.0,2583.0,104.0,1.0,Rural,LP001841,Not Graduate,No,Male,0,Yes
,,,,,,,,,,,,,,,,,,,,,,,,,,,hf:LoanApprovalPrediction,2026-03-29_00-43,7101.0,2661.0,279.0,1.0,Semiurban,LP001843,Not Graduate,Yes,Male,1,No
,,,,,,,,,,,,,,,,,,,,,,,,,,,hf:LoanApprovalPrediction,2026-03-29_00-43,0.0,16250.0,192.0,0.0,Urban,LP001844,Graduate,No,Male,0,Yes
,,,,,,,,,,,,,,,,,,,,,,,,,,,hf:LoanApprovalPrediction,2026-03-29_00-43,0.0,3083.0,255.0,1.0,Rural,LP001846,Graduate,No,Female,3+,No
,,,,,,,,,,,,,,,,,,,,,,,,,,,hf:LoanApprovalPrediction,2026-03-29_00-43,0.0,6045.0,115.0,0.0,Rural,LP001849,Not Graduate,No,Male,0,No
,,,,,,,,,,,,,,,,,,,,,,,,,,,hf:LoanApprovalPrediction,2026-03-29_00-43,0.0,5250.0,94.0,1.0,Urban,LP001854,Graduate,Yes,Male,3+,No
,,,,,,,,,,,,,,,,,,,,,,,,,,,hf:LoanApprovalPrediction,2026-03-29_00-43,2100.0,14683.0,304.0,1.0,Rural,LP001859,Graduate,Yes,Male,0,No
,,,,,,,,,,,,,,,,,,,,,,,,,,,hf:LoanApprovalPrediction,2026-03-29_00-43,0.0,4931.0,128.0,,Semiurban,LP001864,Not Graduate,Yes,Male,3+,No
,,,,,,,,,,,,,,,,,,,,,,,,,,,hf:LoanApprovalPrediction,2026-03-29_00-43,4250.0,6083.0,330.0,,Urban,LP001865,Graduate,Yes,Male,1,No
,,,,,,,,,,,,,,,,,,,,,,,,,,,hf:LoanApprovalPrediction,2026-03-29_00-43,2209.0,2060.0,134.0,1.0,Semiurban,LP001868,Graduate,No,Male,0,No
,,,,,,,,,,,,,,,,,,,,,,,,,,,hf:LoanApprovalPrediction,2026-03-29_00-43,0.0,3481.0,155.0,1.0,Semiurban,LP001870,Graduate,No,Female,1,No
,,,,,,,,,,,,,,,,,,,,,,,,,,,hf:LoanApprovalPrediction,2026-03-29_00-43,0.0,7200.0,120.0,1.0,Rural,LP001871,Graduate,No,Female,0,No
,,,,,,,,,,,,,,,,,,,,,,,,,,,hf:LoanApprovalPrediction,2026-03-29_00-43,0.0,5166.0,128.0,1.0,Semiurban,LP001872,Graduate,No,Male,0,Yes
,,,,,,,,,,,,,,,,,,,,,,,,,,,hf:LoanApprovalPrediction,2026-03-29_00-43,3447.0,4095.0,151.0,1.0,Rural,LP001875,Graduate,No,Male,0,No
,,,,,,,,,,,,,,,,,,,,,,,,,,,hf:LoanApprovalPrediction,2026-03-29_00-43,1387.0,4708.0,150.0,1.0,Semiurban,LP001877,Graduate,Yes,Male,2,No
,,,,,,,,,,,,,,,,,,,,,,,,,,,hf:LoanApprovalPrediction,2026-03-29_00-43,1811.0,4333.0,160.0,0.0,Urban,LP001882,Graduate,Yes,Male,3+,No
,,,,,,,,,,,,,,,,,,,,,,,,,,,hf:LoanApprovalPrediction,2026-03-29_00-43,0.0,3418.0,135.0,1.0,Rural,LP001883,Graduate,No,Female,0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,hf:LoanApprovalPrediction,2026-03-29_00-43,1560.0,2876.0,90.0,1.0,Urban,LP001884,Graduate,No,Female,1,No
,,,,,,,,,,,,,,,,,,,,,,,,,,,hf:LoanApprovalPrediction,2026-03-29_00-43,0.0,3237.0,30.0,1.0,Urban,LP001888,Graduate,No,Female,0,No
,,,,,,,,,,,,,,,,,,,,,,,,,,,hf:LoanApprovalPrediction,2026-03-29_00-43,0.0,11146.0,136.0,1.0,Urban,LP001891,Graduate,Yes,Male,0,No
,,,,,,,,,,,,,,,,,,,,,,,,,,,hf:LoanApprovalPrediction,2026-03-29_00-43,1857.0,2833.0,126.0,1.0,Rural,LP001892,Graduate,No,Male,0,No
,,,,,,,,,,,,,,,,,,,,,,,,,,,hf:LoanApprovalPrediction,2026-03-29_00-43,2223.0,2620.0,150.0,1.0,Semiurban,LP001894,Graduate,Yes,Male,0,No
,,,,,,,,,,,,,,,,,,,,,,,,,,,hf:LoanApprovalPrediction,2026-03-29_00-43,0.0,3900.0,90.0,1.0,Semiurban,LP001896,Graduate,Yes,Male,2,No
,,,,,,,,,,,,,,,,,,,,,,,,,,,hf:LoanApprovalPrediction,2026-03-29_00-43,1842.0,2750.0,115.0,1.0,Semiurban,LP001900,Graduate,Yes,Male,1,No
,,,,,,,,,,,,,,,,,,,,,,,,,,,hf:LoanApprovalPrediction,2026-03-29_00-43,3274.0,3993.0,207.0,1.0,Semiurban,LP001903,Graduate,Yes,Male,0,No
,,,,,,,,,,,,,,,,,,,,,,,,,,,hf:LoanApprovalPrediction,2026-03-29_00-43,1300.0,3103.0,80.0,1.0,Urban,LP001904,Graduate,Yes,Male,0,No
,,,,,,,,,,,,,,,,,,,,,,,,,,,hf:LoanApprovalPrediction,2026-03-29_00-43,0.0,14583.0,436.0,1.0,Semiurban,LP001907,Graduate,Yes,Male,0,No
,,,,,,,,,,,,,,,,,,,,,,,,,,,hf:LoanApprovalPrediction,2026-03-29_00-43,0.0,4100.0,124.0,,Rural,LP001908,Not Graduate,Yes,Female,0,No
,,,,,,,,,,,,,,,,,,,,,,,,,,,hf:LoanApprovalPrediction,2026-03-29_00-43,2426.0,4053.0,158.0,0.0,Urban,LP001910,Not Graduate,No,Male,1,Yes
,,,,,,,,,,,,,,,,,,,,,,,,,,,hf:LoanApprovalPrediction,2026-03-29_00-43,800.0,3927.0,112.0,1.0,Semiurban,LP001914,Graduate,Yes,Male,0,No
,,,,,,,,,,,,,,,,,,,,,,,,,,,hf:LoanApprovalPrediction,2026-03-29_00-43,985.7999878,2301.0,78.0,1.0,Urban,LP001915,Graduate,Yes,Male,2,No
,,,,,,,,,,,,,,,,,,,,,,,,,,,hf:LoanApprovalPrediction,2026-03-29_00-43,1666.0,1811.0,54.0,1.0,Urban,LP001917,Graduate,No,Female,0,No
,,,,,,,,,,,,,,,,,,,,,,,,,,,hf:LoanApprovalPrediction,2026-03-29_00-43,0.0,20667.0,,1.0,Rural,LP001922,Graduate,Yes,Male,0,No
,,,,,,,,,,,,,,,,,,,,,,,,,,,hf:LoanApprovalPrediction,2026-03-29_00-43,3053.0,3158.0,89.0,1.0,Rural,LP001924,Graduate,No,Male,0,No
,,,,,,,,,,,,,,,,,,,,,,,,,,,hf:LoanApprovalPrediction,2026-03-29_00-43,1717.0,2600.0,99.0,1.0,Semiurban,LP001925,Graduate,No,Female,0,Yes
,,,,,,,,,,,,,,,,,,,,,,,,,,,hf:LoanApprovalPrediction,2026-03-29_00-43,2000.0,3704.0,120.0,1.0,Rural,LP001926,Graduate,Yes,Male,0,No
,,,,,,,,,,,,,,,,,,,,,,,,,,,hf:LoanApprovalPrediction,2026-03-29_00-43,0.0,4124.0,115.0,1.0,Semiurban,LP001931,Graduate,No,Female,0,No
,,,,,,,,,,,,,,,,,,,,,,,,,,,hf:LoanApprovalPrediction,2026-03-29_00-43,0.0,9508.0,187.0,1.0,Rural,LP001935,Graduate,No,Male,0,No
,,,,,,,,,,,,,,,,,,,,,,,,,,,hf:LoanApprovalPrediction,2026-03-29_00-43,2416.0,3075.0,139.0,1.0,Rural,LP001936,Graduate,Yes,Male,0,No
,,,,,,,,,,,,,,,,,,,,,,,,,,,hf:LoanApprovalPrediction,2026-03-29_00-43,0.0,4400.0,127.0,0.0,Semiurban,LP001938,Graduate,Yes,Male,2,No
,,,,,,,,,,,,,,,,,,,,,,,,,,,hf:LoanApprovalPrediction,2026-03-29_00-43,1560.0,3153.0,134.0,1.0,Urban,LP001940,Graduate,Yes,Male,2,No
,,,,,,,,,,,,,,,,,,,,,,,,,,,hf:LoanApprovalPrediction,2026-03-29_00-43,0.0,5417.0,143.0,0.0,Urban,LP001945,Graduate,No,Female,,No
,,,,,,,,,,,,,,,,,,,,,,,,,,,hf:LoanApprovalPrediction,2026-03-29_00-43,3334.0,2383.0,172.0,1.0,Semiurban,LP001947,Graduate,Yes,Male,0,No
,,,,,,,,,,,,,,,,,,,,,,,,,,,hf:LoanApprovalPrediction,2026-03-29_00-43,1250.0,4416.0,110.0,1.0,Urban,LP001949,Graduate,Yes,Male,3+,
,,,,,,,,,,,,,,,,,,,,,,,,,,,hf:LoanApprovalPrediction,2026-03-29_00-43,0.0,6875.0,200.0,1.0,Semiurban,LP001953,Graduate,Yes,Male,1,No
,,,,,,,,,,,,,,,,,,,,,,,,,,,hf:LoanApprovalPrediction,2026-03-29_00-43,0.0,4666.0,135.0,1.0,Urban,LP001954,Graduate,Yes,Female,1,No
,,,,,,,,,,,,,,,,,,,,,,,,,,,hf:LoanApprovalPrediction,2026-03-29_00-43,2541.0,5000.0,151.0,1.0,Rural,LP001955,Graduate,No,Female,0,No
,,,,,,,,,,,,,,,,,,,,,,,,,,,hf:LoanApprovalPrediction,2026-03-29_00-43,2925.0,2014.0,113.0,1.0,Urban,LP001963,Graduate,Yes,Male,1,No
,,,,,,,,,,,,,,,,,,,,,,,,,,,hf:LoanApprovalPrediction,2026-03-29_00-43,2934.0,1800.0,93.0,0.0,Urban,LP001964,Not Graduate,Yes,Male,0,No
,,,,,,,,,,,,,,,,,,,,,,,,,,,hf:LoanApprovalPrediction,2026-03-29_00-43,1750.0,2875.0,105.0,1.0,Semiurban,LP001972,Not Graduate,Yes,Male,,No
,,,,,,,,,,,,,,,,,,,,,,,,,,,hf:LoanApprovalPrediction,2026-03-29_00-43,0.0,5000.0,132.0,1.0,Rural,LP001974,Graduate,No,Female,0,No
,,,,,,,,,,,,,,,,,,,,,,,,,,,hf:LoanApprovalPrediction,2026-03-29_00-43,1803.0,1625.0,96.0,1.0,Urban,LP001977,Graduate,Yes,Male,1,No
,,,,,,,,,,,,,,,,,,,,,,,,,,,hf:LoanApprovalPrediction,2026-03-29_00-43,2500.0,4000.0,140.0,1.0,Rural,LP001978,Graduate,No,Male,0,No
,,,,,,,,,,,,,,,,,,,,,,,,,,,hf:LoanApprovalPrediction,2026-03-29_00-43,0.0,2000.0,,1.0,Urban,LP001990,Not Graduate,No,Male,0,No
,,,,,,,,,,,,,,,,,,,,,,,,,,,hf:LoanApprovalPrediction,2026-03-29_00-43,1666.0,3762.0,135.0,1.0,Rural,LP001993,Graduate,No,Female,0,No
,,,,,,,,,,,,,,,,,,,,,,,,,,,hf:LoanApprovalPrediction,2026-03-29_00-43,1863.0,2400.0,104.0,0.0,Urban,LP001994,Graduate,No,Female,0,No
,,,,,,,,,,,,,,,,,,,,,,,,,,,hf:LoanApprovalPrediction,2026-03-29_00-43,0.0,20233.0,480.0,1.0,Rural,LP001996,Graduate,No,Male,0,No
,,,,,,,,,,,,,,,,,,,,,,,,,,,hf:LoanApprovalPrediction,2026-03-29_00-43,0.0,7667.0,185.0,,Rural,LP001998,Not Graduate,Yes,Male,2,No
,,,,,,,,,,,,,,,,,,,,,,,,,,,hf:LoanApprovalPrediction,2026-03-29_00-43,0.0,2917.0,84.0,1.0,Semiurban,LP002002,Graduate,No,Female,0,No
,,,,,,,,,,,,,,,,,,,,,,,,,,,hf:LoanApprovalPrediction,2026-03-29_00-43,2405.0,2927.0,111.0,1.0,Semiurban,LP002004,Not Graduate,No,Male,0,No
,,,,,,,,,,,,,,,,,,,,,,,,,,,hf:LoanApprovalPrediction,2026-03-29_00-43,0.0,2507.0,56.0,1.0,Rural,LP002006,Graduate,No,Female,0,No
,,,,,,,,,,,,,,,,,,,,,,,,,,,hf:LoanApprovalPrediction,2026-03-29_00-43,0.0,5746.0,144.0,,Rural,LP002008,Graduate,Yes,Male,2,Yes
,,,,,,,,,,,,,,,,,,,,,,,,,,,hf:LoanApprovalPrediction,2026-03-29_00-43,1843.0,2473.0,159.0,1.0,Rural,LP002024,Graduate,Yes,,0,No
,,,,,,,,,,,,,,,,,,,,,,,,,,,hf:LoanApprovalPrediction,2026-03-29_00-43,1640.0,3399.0,111.0,1.0,Urban,LP002031,Not Graduate,Yes,Male,1,No
,,,,,,,,,,,,,,,,,,,,,,,,,,,hf:LoanApprovalPrediction,2026-03-29_00-43,0.0,3717.0,120.0,1.0,Semiurban,LP002035,Graduate,Yes,Male,2,No
,,,,,,,,,,,,,,,,,,,,,,,,,,,hf:LoanApprovalPrediction,2026-03-29_00-43,2134.0,2058.0,88.0,,Urban,LP002036,Graduate,Yes,Male,0,No
,,,,,,,,,,,,,,,,,,,,,,,,,,,hf:LoanApprovalPrediction,2026-03-29_00-43,0.0,3541.0,112.0,,Semiurban,LP002043,Graduate,No,Female,1,No
,,,,,,,,,,,,,,,,,,,,,,,,,,,hf:LoanApprovalPrediction,2026-03-29_00-43,0.0,10000.0,155.0,1.0,Rural,LP002050,Graduate,Yes,Male,1,Yes
,,,,,,,,,,,,,,,,,,,,,,,,,,,hf:LoanApprovalPrediction,2026-03-29_00-43,2167.0,2400.0,115.0,1.0,Semiurban,LP002051,Graduate,Yes,Male,0,No
,,,,,,,,,,,,,,,,,,,,,,,,,,,hf:LoanApprovalPrediction,2026-03-29_00-43,189.0,4342.0,124.0,1.0,Semiurban,LP002053,Graduate,Yes,Male,3+,No
,,,,,,,,,,,,,,,,,,,,,,,,,,,hf:LoanApprovalPrediction,2026-03-29_00-43,1590.0,3601.0,,1.0,Rural,LP002054,Not Graduate,Yes,Male,2,No
,,,,,,,,,,,,,,,,,,,,,,,,,,,hf:LoanApprovalPrediction,2026-03-29_00-43,2985.0,3166.0,132.0,,Rural,LP002055,Graduate,No,Female,0,No
,,,,,,,,,,,,,,,,,,,,,,,,,,,hf:LoanApprovalPrediction,2026-03-29_00-43,0.0,15000.0,300.0,1.0,Rural,LP002065,Graduate,Yes,Male,3+,No
,,,,,,,,,,,,,,,,,,,,,,,,,,,hf:LoanApprovalPrediction,2026-03-29_00-43,4983.0,8666.0,376.0,0.0,Rural,LP002067,Graduate,Yes,Male,1,Yes
,,,,,,,,,,,,,,,,,,,,,,,,,,,hf:LoanApprovalPrediction,2026-03-29_00-43,0.0,4917.0,130.0,0.0,Rural,LP002068,Graduate,No,Male,0,No
,,,,,,,,,,,,,,,,,,,,,,,,,,,hf:LoanApprovalPrediction,2026-03-29_00-43,2160.0,5818.0,184.0,1.0,Semiurban,LP002082,Graduate,Yes,Male,0,Yes
,,,,,,,,,,,,,,,,,,,,,,,,,,,hf:LoanApprovalPrediction,2026-03-29_00-43,2451.0,4333.0,110.0,1.0,Urban,LP002086,Graduate,Yes,Female,0,No
,,,,,,,,,,,,,,,,,,,,,,,,,,,hf:LoanApprovalPrediction,2026-03-29_00-43,0.0,2500.0,67.0,1.0,Urban,LP002087,Graduate,No,Female,0,No
,,,,,,,,,,,,,,,,,,,,,,,,,,,hf:LoanApprovalPrediction,2026-03-29_00-43,1793.0,4384.0,117.0,1.0,Urban,LP002097,Graduate,No,Male,1,No
,,,,,,,,,,,,,,,,,,,,,,,,,,,hf:LoanApprovalPrediction,2026-03-29_00-43,0.0,2935.0,98.0,1.0,Semiurban,LP002098,Graduate,No,Male,0,No
,,,,,,,,,,,,,,,,,,,,,,,,,,,hf:LoanApprovalPrediction,2026-03-29_00-43,0.0,2833.0,71.0,1.0,Urban,LP002100,Graduate,No,Male,,No
,,,,,,,,,,,,,,,,,,,,,,,,,,,hf:LoanApprovalPrediction,2026-03-29_00-43,0.0,63337.0,490.0,1.0,Urban,LP002101,Graduate,Yes,Male,0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,hf:LoanApprovalPrediction,2026-03-29_00-43,1833.0,9833.0,182.0,1.0,Urban,LP002103,Graduate,Yes,,1,Yes
,,,,,,,,,,,,,,,,,,,,,,,,,,,hf:LoanApprovalPrediction,2026-03-29_00-43,4490.0,5503.0,70.0,1.0,Semiurban,LP002106,Graduate,Yes,Male,,Yes
,,,,,,,,,,,,,,,,,,,,,,,,,,,hf:LoanApprovalPrediction,2026-03-29_00-43,688.0,5250.0,160.0,1.0,Rural,LP002110,Graduate,Yes,Male,1,
,,,,,,,,,,,,,,,,,,,,,,,,,,,hf:LoanApprovalPrediction,2026-03-29_00-43,4600.0,2500.0,176.0,1.0,Rural,LP002112,Graduate,Yes,Male,2,Yes
,,,,,,,,,,,,,,,,,,,,,,,,,,,hf:LoanApprovalPrediction,2026-03-29_00-43,0.0,1830.0,,0.0,Urban,LP002113,Not Graduate,No,Female,3+,No
,,,,,,,,,,,,,,,,,,,,,,,,,,,hf:LoanApprovalPrediction,2026-03-29_00-43,0.0,4160.0,71.0,1.0,Semiurban,LP002114,Graduate,No,Female,0,No
,,,,,,,,,,,,,,,,,,,,,,,,,,,hf:LoanApprovalPrediction,2026-03-29_00-43,1587.0,2647.0,173.0,1.0,Rural,LP002115,Not Graduate,Yes,Male,3+,No
,,,,,,,,,,,,,,,,,,,,,,,,,,,hf:LoanApprovalPrediction,2026-03-29_00-43,0.0,2378.0,46.0,1.0,Rural,LP002116,Graduate,No,Female,0,No
